TIME1,FT101,PI101,PI102,PT101,TT101,LV101,PV101A,PV101B,FV101
1,20000,0.475,1.5,0.5,40,50,0,0,50
2,20000,0.475,1.5,0.5,39.7875285,50,0,0,50
3,20000.00009,0.474950247,1.500000001,0.498643038,39.99094476,50.00000001,0,0,49.99999984
4,20003.4468,0.474639053,1.500429392,0.496556738,40.11989238,50.00000002,0.305994933,0,49.99426451
5,20025.7318,0.473969296,1.503423626,0.492216821,39.91570595,50.00191918,0.78391883,0,49.95696169
6,19997.22385,0.472542641,1.498159031,0.490485547,39.85420559,50.00386078,1.781508104,0,50.00275208
7,19992.60866,0.47111141,1.498145423,0.491250283,39.60877719,50.00587991,2.214717812,0,50.01060943
8,19960.62917,0.470101209,1.494540696,0.49195698,39.44935889,50.00872388,2.094599401,0,50.06429635
9,19962.19999,0.469459891,1.496142449,0.489998239,39.18422247,50.00937201,1.983362753,0,50.06420224
10,19939.91443,0.468526127,1.493466858,0.493863116,39.18709526,50.01066848,2.469295309,0,50.10370461
11,20035.52141,0.468575884,1.508019237,0.493010561,39.08875164,50.01090377,1.652775286,0,49.94846007
12,20062.00829,0.468314616,1.508010821,0.493009282,38.87432383,50.01226281,1.878779292,0,49.90211253
13,20038.01132,0.468161033,1.500970054,0.489705972,38.89963113,50.01271404,1.91750974,0,49.93807496
14,20058.65475,0.467450226,1.504850299,0.492471639,38.89045353,50.01826155,2.700855011,0,49.90129156
15,19973.25521,0.467378187,1.492767325,0.490958199,39.1416357,50.02178396,2.13381422,0,50.03964249
16,19732.93447,0.467130532,1.46244014,0.493734337,39.02454159,50.02258273,2.516500879,0,50.44124787
17,19471.57139,0.467698649,1.438484887,0.494957427,39.11117094,50.02554905,1.940211828,0,50.89324822
18,19334.80392,0.468463062,1.435102837,0.494099533,39.3038115,50.02422588,1.698865978,0,51.15464873
19,19339.81609,0.468791341,1.44513372,0.497308499,39.30483514,50.01457353,1.920055301,0,51.18888103
20,19440.62167,0.469552272,1.458946618,0.495462842,39.36464021,50.00187815,1.228886,0,51.06339231
21,19594.77684,0.469691659,1.473241128,0.497096327,39.13934911,49.9930179,1.65988497,0,50.84267833
22,19757.04977,0.470063345,1.485438027,0.499557089,39.01251587,49.98940158,1.316488388,0,50.59859045
23,19832.28885,0.470821824,1.485196497,0.502526528,38.97244129,49.98964232,0.777556772,0,50.48894144
24,19792.76417,0.472096829,1.473559556,0.499977388,38.89597116,49.99265602,0.110384397,0,50.56544403
25,19898.21675,0.47272803,1.489467983,0.501698228,38.97865766,49.99722588,0.671319598,0,50.40323403
26,19978.66476,0.473403783,1.498174802,0.501376787,38.90127086,49.99920317,0.283394529,0,50.27588266
27,20100.2574,0.473866595,1.509806489,0.49989317,38.61816111,49.99664461,0.346539156,0,50.07491796
28,20197.85569,0.47389571,1.517431633,0.502891998,38.72591194,50.00083065,0.673522372,0,49.90609793
29,20290.17801,0.474516283,1.524787953,0.504346152,38.75465059,50.00577937,0,0.002125781,49.73981082
30,20486.91179,0.475294326,1.549278928,0.502552662,38.99074623,50.01279096,0,0.345943384,49.39387443
31,20597.13859,0.475409947,1.556331572,0.507542735,38.85715597,50.02032241,0.034584864,0,49.17929468
32,20670.64542,0.476557527,1.559595021,0.505376011,39.02432278,50.02858611,0,1.104716408,49.01876244
33,20521.38491,0.477078626,1.534095525,0.506567283,39.14092382,50.04313727,0,0.657605097,49.22421062
34,20417.77162,0.477969366,1.526131414,0.509100546,39.39155287,50.05614313,0,0.955804945,49.36325451
35,20285.95796,0.479165543,1.516946978,0.511657172,39.25228888,50.06831977,0,1.563175968,49.55585505
36,20084.31244,0.480655981,1.496196747,0.512753345,39.34838278,50.07183176,0,2.189748013,49.87309189
37,19971.14126,0.482187008,1.491299895,0.51137118,39.13041947,50.07640348,0,2.501049469,50.05601273
38,19857.60043,0.483072026,1.483602785,0.507537706,39.52875672,50.0803028,0,2.259514706,50.24679163
39,19746.92059,0.483027596,1.473578776,0.50589054,39.69523065,50.07962861,0,1.457607711,50.44007646
40,19752.10192,0.482697999,1.479862329,0.50496747,39.59053454,50.08122236,0,1.127629217,50.44765181
41,19669.00542,0.482136603,1.468850484,0.50672785,39.96011137,50.08212959,0,0.951875001,50.60178986
42,19659.46218,0.482142055,1.469234996,0.506231779,40.06160524,50.08148749,0,1.376161794,50.63885348
43,19686.7149,0.481995978,1.474290743,0.504041289,40.19599491,50.08509485,0,1.30130098,50.61529936
44,19630.19669,0.481385367,1.464346193,0.505276668,40.43244772,50.08471064,0,0.841620121,50.72939591
45,19588.03645,0.481247598,1.459407852,0.508102044,40.26330376,50.08612166,0,1.14242513,50.82321796
46,19564.41376,0.481704304,1.458691421,0.509624334,40.05680718,50.08963228,0,1.80856923,50.88889178
47,19693.16374,0.482348543,1.477768881,0.509767887,40.07756459,50.08917433,0,2.196406899,50.70252934
48,19819.49664,0.482718136,1.489603966,0.50755454,40.10858006,50.0885686,0,2.281711781,50.51194891
49,19854.09425,0.482545674,1.485305611,0.507896358,39.98823578,50.08887738,0,1.836325472,50.46593071
50,19700.96752,0.482579719,1.460280311,0.503866244,39.9686642,50.09592572,0,1.954955346,50.73007156
51,19564.32078,0.482016138,1.447676152,0.503104804,39.75778665,50.10421083,0,1.089594673,50.9765898
52,19425.37333,0.481417904,1.437993047,0.501687354,39.93909743,50.1086346,0,0.939154198,51.23568184
53,19360.92388,0.480662237,1.436890407,0.500074023,39.82221765,50.10462603,0,0.636595687,51.37970182
54,19365.50751,0.479679831,1.44150262,0.495152629,39.62165388,50.09999702,0,0.282070153,51.41297554
55,19400.29151,0.477840604,1.4453665,0.494776415,39.55128162,50.09465847,0.82729706,0,51.39570248
56,19329.25586,0.476267194,1.432808977,0.496506542,39.5025948,50.09092687,0.938794068,0,51.55228715
57,19242.15738,0.475481323,1.422318613,0.492973999,39.66552473,50.08947289,0.57738,0,51.74014664
58,19138.25213,0.474186028,1.412853836,0.491855003,39.62722644,50.08883834,1.393182544,0,51.9615469
59,19043.01868,0.472951187,1.40522786,0.494150852,39.57353004,50.08299668,1.684159175,0,52.17516723
60,19009.30076,0.472433134,1.40525335,0.495953875,39.71614159,50.07511539,1.21124254,0,52.29252064
61,18972.51473,0.472324354,1.402152559,0.495011519,39.70882311,50.06576837,0.836831274,0,52.41713736
62,18845.88018,0.472059468,1.38671299,0.496363677,39.3335045,50.05553158,1.071586265,0,52.6936163
63,18882.56912,0.47224047,1.395156596,0.498799999,39.52530329,50.04694056,0.794111251,0,52.70642957
64,18926.06564,0.472707739,1.400229058,0.498672872,39.48959771,50.03756983,0.26472039,0,52.70556695
65,19000.54424,0.473024121,1.405246583,0.496773448,39.75362793,50.02307542,0.299987458,0,52.65036636
66,18916.33572,0.472872881,1.389818537,0.497375217,39.86926875,50.01447263,0.735606789,0,52.8544545
67,18804.87941,0.473043628,1.376792725,0.497506163,39.79289566,50.00682354,0.617654006,0,53.10927231
68,18809.97431,0.473262947,1.382302811,0.497796861,39.95110086,49.99991341,0.602562091,0,53.17728211
69,18878.36965,0.473362477,1.391354797,0.49469571,39.88106799,49.98612051,0.550725651,0,53.13963392
70,19075.18539,0.472739647,1.411401406,0.492252809,40.27928152,49.96962968,1.262152465,0,52.88391687
71,19238.76738,0.471600819,1.421484633,0.492619977,40.40916029,49.95773178,1.842200292,0,52.67090458
72,19348.20755,0.470765982,1.424020413,0.493726562,40.30935157,49.94860771,1.802013357,0,52.53751502
73,19490.83431,0.470365373,1.43471309,0.493087313,40.28265825,49.94517312,1.593068719,0,52.34189881
74,19604.9482,0.469849623,1.442069201,0.492465013,40.1709125,49.94168698,1.771723151,0,52.18459989
75,19722.00714,0.469306423,1.450337684,0.489044208,40.26145882,49.93644574,1.950071536,0,52.01509714
76,19709.79362,0.468164292,1.442338745,0.485544305,40.39478196,49.93379277,2.762905704,0,52.05321197
77,19650.07763,0.466674048,1.433212428,0.4905223,40.6389739,49.93138436,3.612390687,0,52.17115259
78,19646.02208,0.466539265,1.436086999,0.487897816,40.64611372,49.92984904,2.569359084,0,52.20029606
79,19624.68307,0.465835549,1.434800654,0.488265073,40.62236186,49.92360896,3.21330761,0,52.25845876
