TIME1,FT101,PI101,PI102,PT101,TT101,LV101,PV101A,PV101B,FV101
239,21706.64852,0.464883735,1.479513149,0.49754786,38.58759232,55.3846821,2.719591315,0,55.89443694
240,21848.83132,0.465836149,1.492095903,0.49924102,38.92466166,55.43129748,2.374550968,0,55.67661926
241,22009.38848,0.466874807,1.505651406,0.498124311,39.00548556,55.47883268,2.006230162,0,55.41912694
242,22223.25256,0.467431313,1.525332802,0.495946365,38.7580452,55.52836721,2.262222538,0,55.06265625
243,22430.54188,0.467347006,1.542314621,0.496424069,38.80022611,55.58039209,2.763665554,0,58.03143866
244,22534.23186,0.467338005,1.544997982,0.499920579,38.93967595,55.63452337,2.678238314,0,57.95934384
245,22699.3379,0.468115691,1.561624053,0.502149384,38.80988765,55.69253212,1.909442892,0,57.77841655
246,23078.83207,0.468754268,1.571445976,0.501556204,38.89557276,55.75243543,1.40728424,0,57.23018063
247,23349.13328,0.469140279,1.572257872,0.508110147,38.79813683,55.80952193,1.529224741,0,56.83935417
248,23628.15374,0.470814588,1.583184901,0.512499471,39.06947155,55.8837493,0.042751532,0,56.41671958
249,23785.15062,0.472994255,1.58579567,0.512531073,39.20823365,55.95947432,0,0.99164689,56.17927494
250,23851.57335,0.474808753,1.583269765,0.5133288,39.4091632,56.03438059,0,1.06752022,56.08249788
251,23887.10167,0.476495815,1.584316839,0.514863002,39.61466583,56.11191508,0,1.316328682,56.03287805
252,23991.16785,0.478156228,1.598187047,0.509707186,39.38903969,56.18810986,0,1.735599587,55.86693744
253,24118.46549,0.478349328,1.612411621,0.510300455,39.3370106,56.26238056,0,0.654709485,55.65567942
254,24217.89374,0.478566333,1.619677397,0.507683983,39.3162522,56.33722759,0,0.841881182,55.48264902
255,24223.40241,0.478232595,1.614602686,0.505493537,39.0458484,56.41686359,0,0.308519348,55.45953739
256,24203.21613,0.477622202,1.610996416,0.504286004,39.09891363,56.4995183,0.143164296,0,55.4788296
257,24168.05266,0.476919106,1.608565404,0.504857538,38.94315215,56.58240807,0.385248513,0,55.52433579
258,24176.43365,0.476478586,1.612875184,0.505530184,38.9043951,56.6623826,0.232794734,0,55.49963445
259,24225.54842,0.476212506,1.620931897,0.504445096,38.73789628,56.74193474,0.054396503,0,55.40661572
260,24278.47086,0.47572891,1.626318383,0.501114678,38.45590007,56.82176804,0.268667913,0,55.30411768
261,24245.17414,0.474667304,1.618310394,0.498883722,38.07367014,56.90401736,0.995229099,0,55.34170129
262,24194.47343,0.473470381,1.611905271,0.49968647,38.22103409,56.98889951,1.492178812,0,55.41037613
263,24105.79349,0.472704005,1.603163807,0.497377693,38.22997528,57.07469803,1.317298833,0,55.54549324
264,24070.9501,0.471671929,1.603468749,0.494902768,38.15431416,57.15725645,1.839652484,0,55.59670186
265,23947.68733,0.470304904,1.589399603,0.497529811,37.94116143,57.23899248,2.412170782,0,55.79727031
266,23871.12342,0.46984389,1.58394187,0.497391889,38.29127585,57.31931438,1.84780732,0,55.92802067
267,23732.48019,0.469428827,1.570072209,0.496391686,38.51675163,57.40171001,1.892494635,0,56.1669711
