TIME1,FT101,PI101,PI102,PT101,TT101,LV101,PV101A,PV101B,FV101
1,20000,0.475,1.5,0.5,40.23951645,50,0,0,50
2,20000.00009,0.474950247,1.500000001,0.501293296,40.33452148,50.00000001,0,0,49.99999984
3,20016.25827,0.475169104,1.502331792,0.501198459,40.52124227,50.00000002,0,0.29163816,49.97294623
4,19969.32772,0.475306019,1.494894433,0.497694196,40.82817273,50.00197684,0,0.277365618,50.04999814
5,20002.85664,0.474785918,1.501303856,0.498380692,40.79412927,50.00406826,0.506254075,0,49.99616905
6,20063.82544,0.474425972,1.509852109,0.499282089,40.95459807,50.00694708,0.364131161,0,49.89453413
7,20078.86335,0.474267301,1.508320041,0.49985114,40.93927219,50.00713009,0.169772481,0,49.86542623
8,19995.14926,0.474306756,1.49439119,0.502145012,41.13718886,50.01047621,0.045400005,0,49.99967921
9,20036.61408,0.474915723,1.504200057,0.503875648,41.25953708,50.01596681,0,0.471049528,49.9309922
10,20032.00221,0.475613354,1.504058694,0.504471515,41.3784109,50.0196897,0,0.873105563,49.93632305
11,19898.25305,0.476319137,1.483999514,0.502160496,41.34108836,50.01898731,0,1.028789502,50.15683351
12,19888.96768,0.476595017,1.488472456,0.506348551,41.06683176,50.02359576,0,0.532248101,50.17879617
13,19842.86125,0.477531152,1.485359469,0.506169793,40.95859129,50.02727395,0,1.488537336,50.26262335
14,19776.68524,0.478268322,1.47730635,0.508513514,40.59811589,50.02438283,0,1.483144291,50.38279711
15,19705.86058,0.479379639,1.470632727,0.510422175,40.37766484,50.0261564,0,2.045587179,50.51494148
16,19549.75034,0.48066528,1.452939104,0.509477086,40.31799692,50.02713473,0,2.522814777,50.79353385
17,19474.6054,0.48161832,1.449672195,0.508501036,40.46269593,50.02617224,0,2.367018948,50.94739101
18,19559.8564,0.482124824,1.466891466,0.508749175,40.38522099,50.02461676,0,2.199043795,50.83915859
19,19685.85358,0.482391941,1.480692185,0.506257837,40.23612158,50.01854112,0,2.301754846,50.65766847
20,19728.5386,0.482049039,1.477686574,0.505478286,40.49089117,50.01455867,0,1.788078443,50.60674597
21,19755.56439,0.481713072,1.476231125,0.507271644,40.46774715,50.01769748,0,1.646707787,50.57914859
22,19783.95254,0.481819356,1.478411504,0.506204776,40.84248313,50.02323075,0,2.081240762,50.54755458
23,19769.29814,0.481671001,1.474808935,0.506521666,40.86366293,50.02533731,0,1.880655912,50.58576654
24,19825.61558,0.481658197,1.482809202,0.507699977,40.72513308,50.0268633,0,1.986241013,50.50681924
25,19884.47727,0.481803525,1.489155063,0.509437038,40.86469144,50.02920827,0,2.287819296,50.42003399
26,19987.12522,0.482243941,1.49982381,0.511662132,40.65679888,50.0299863,0,2.721876326,50.25662127
27,20147.01261,0.482986438,1.517356885,0.508776667,40.39117064,50.03395364,0,3.275538874,49.99139263
28,20302.05991,0.482911994,1.531016707,0.507249505,40.45411539,50.03907283,0,2.689008244,49.72398512
29,20508.42108,0.482523569,1.552035152,0.500715759,40.2727825,50.04654739,0,2.392904752,49.36126829
30,20676.52822,0.480820233,1.566087743,0.498982444,40.24494745,50.05787165,0,0.959417392,49.04899907
31,20727.17191,0.479110215,1.56342278,0.496280548,40.2866471,50.07041436,0,0.572491426,48.92143016
32,20795.79549,0.477313092,1.570781835,0.496373548,40.02255169,50.08664642,0.042382716,0,48.76070152
33,20686.08609,0.475858178,1.553084745,0.494800427,40.11001532,50.10335278,0.041868104,0,48.89232705
34,20595.49939,0.474557777,1.545239111,0.494470488,40.06192837,50.11617461,0.416552324,0,48.99915381
35,20309.33756,0.473459238,1.511586124,0.493166879,40.14355625,50.13064603,0.519551246,0,49.43721513
36,19940.26561,0.472545688,1.473551525,0.488468766,39.87171979,50.13846227,0.843927455,0,50.03155325
37,19674.82797,0.47104348,1.457711917,0.492911786,39.71279861,50.14595252,1.940934151,0,50.47706449
38,19422.55664,0.470663823,1.440300438,0.492300529,39.8545119,50.14446847,1.002454932,0,50.917655
39,19227.34529,0.470267516,1.426896503,0.492937189,39.78346865,50.13597931,1.179278394,0,51.27944304
40,19091.23952,0.470080467,1.418827976,0.491956898,39.98243347,50.12936368,1.078058697,0,51.55537296
41,19021.4693,0.469708585,1.415923516,0.494857588,39.99084572,50.12101028,1.337959911,0,51.72963126
42,19068.94367,0.469949303,1.424765764,0.493918179,39.9529607,50.11191722,0.728091367,0,51.71325987
43,19068.31844,0.469836372,1.421557713,0.492843558,40.29740851,50.10328827,0.968211383,0,51.77388787
44,18992.72936,0.469584867,1.408706062,0.491484231,40.63141437,50.09577245,1.243988372,0,51.95929572
45,18869.02332,0.469217239,1.394513545,0.494145578,40.2712065,50.09239743,1.589877034,0,52.22960789
46,18748.74468,0.469523434,1.38441687,0.493672844,40.31516117,50.0866499,1.036579898,0,52.50213405
47,18510.65613,0.46968683,1.360880794,0.492842343,40.46987635,50.07647504,1.175380719,0,52.97839375
48,18278.96145,0.469810463,1.342330858,0.494208364,40.28758782,50.06312896,1.39745826,0,53.45925171
49,18086.89839,0.470229389,1.330494529,0.495816164,40.05210115,50.04862417,1.12878759,0,53.8889911
50,18071.19024,0.47087463,1.337069492,0.493554259,40.21355686,50.02725407,0.798082526,0,54.03756796
51,17938.09166,0.470771325,1.323222784,0.495033923,39.98595709,50.00315571,1.331153238,0,54.38248783
52,17816.22822,0.471128771,1.311662076,0.492664232,40.07059293,49.97847448,1.032940693,0,54.71723072
53,17808.43383,0.470979,1.314769301,0.494611726,39.99908429,49.95937299,1.594619454,0,54.86996198
54,17819.99148,0.471126257,1.31600008,0.496015303,40.40468107,49.93392769,1.195806121,0,54.99099029
55,17912.10017,0.471501718,1.323406707,0.496676439,39.98913927,49.90607699,0.908935204,0,54.97724197
56,18146.72559,0.471849777,1.344227779,0.499574878,40.08268493,49.88207426,0.781764688,0,54.72045087
57,18293.59671,0.472520005,1.349053991,0.500768599,39.95721591,49.85827316,0.146446349,0,54.59466688
58,18479.15378,0.473353453,1.359261167,0.500648517,40.13339252,49.83719019,0,0.120399484,54.39510973
